City,"Total Crime Per Capita [10,000]",Homes Sold,Population
Missouri City,258.25,206.73,75607
Missouri City,108,164.35,75607
Missouri City,244.53,285.15,75607
Missouri City,180.3,167.32,75607
Missouri City,195.45,262.02,75607
Missouri City,178.5,168.19,75607
Missouri City,249.7,292.29,75607
Missouri City,152,145.3,75607
Missouri City,164.78,267.32,75863
Missouri City,146.4,124.06,75863
Missouri City,197.8,231.1,75863
Missouri City,132.7,138.5,75863
Missouri City,152.29,290.55,75863
Missouri City,99.6,119.62,75863
Missouri City,182.99,241.63,75863
Missouri City,91.6,155.67,75863
Missouri City,201.88,267.18,75863
Missouri City,114.9,155.15,75863
Missouri City,164.4,252.98,75863
Missouri City,109.5,155.31,75863
Missouri City,189.91,259.23,75863
Missouri City,96,155.8,75863
Missouri City,213.81,231.12,75863
Missouri City,143.2,129.7,75863
Missouri City,160.82,267.5,75863
Missouri City,122.6,188.77,75863
Missouri City,220.99,287.87,75863
Missouri City,146.4,130.13,75863
Missouri City,164.47,260.54,75863
Missouri City,91,172.23,75863
Missouri City,176.56,230.47,75863
Missouri City,77.4,188.39,75863
Missouri City,214.2,276.42,75863
Missouri City,142.6,132.74,75863
Missouri City,157.56,298.48,75863
Missouri City,122.6,204.12,75863
Missouri City,189.15,234.96,75863
Missouri City,77.4,157.94,75863
Missouri City,178.59,304.16,75863
Missouri City,117.7,180.29,75863
Missouri City,153.05,223.51,75863
Missouri City,113,133.5,75863
Missouri City,198.89,243.92,75863
Missouri City,89.4,176.68,75863
Missouri City,153.07,242.29,75863
Missouri City,129.9,170.88,75863
Missouri City,175.47,231.21,75863
Missouri City,78.9,213.78,75863
Missouri City,201.93,230.94,75863
Missouri City,146.1,118.35,75863
Missouri City,194.67,279.03,75863
Missouri City,108.3,204.53,75863
Missouri City,189.6,256.78,75863
Missouri City,106.1,110.59,75863
Missouri City,170.42,283.75,75863
Missouri City,95.4,161.7,75863
Pasadena,516.8,73.38,154562
Pasadena,263.4,48.28,154562
Pasadena,426.19,67.84,154562
Pasadena,275.7,38.93,154562
Pasadena,504.12,55.54,154562
Pasadena,301.4,35.1,154562
Pasadena,527.7,67.5,154562
Pasadena,296.9,27.04,154562
Pasadena,416.81,76.28,154562
Pasadena,264.1,48.38,154562
Pasadena,563.48,56.39,154562
Pasadena,264.4,39.22,154562
Pasadena,419.98,56.51,154562
Pasadena,210.9,40.4,154562
Pasadena,554.67,59.64,154562
Pasadena,307,52.27,154562
Pasadena,452.37,62.56,154562
Pasadena,370.3,36.36,154562
Pasadena,577.97,59.7,154562
Pasadena,270.6,37.17,154562
Pasadena,565.13,61.79,154562
Pasadena,360.1,38.9,154562
Pasadena,435.83,58.18,154562
Pasadena,380,44.19,154562
Pasadena,539.35,62.37,153195
Pasadena,285.5,37.27,153195
Pasadena,516.69,63.35,153195
Pasadena,376.9,42.45,153195
Pasadena,498.76,92.58,153195
Pasadena,209.5,46.98,153195
Pasadena,403.82,87.89,153195
Pasadena,328.1,56.02,153195
Pasadena,441.63,86.81,153195
Pasadena,220.6,59.44,153195
Pasadena,481.94,68.66,153195
Pasadena,397.1,59.4,153195
Pasadena,551.79,93.14,153195
Pasadena,291.9,53.92,153195
Pasadena,409.59,73.18,153195
Pasadena,329.7,59.28,153195
Pasadena,503.17,89.21,153195
Pasadena,226.3,36.57,153195
Pasadena,410.57,91.37,153195
Pasadena,200,31.68,153195
Pasadena,551.46,72.83,153195
Pasadena,328,37.57,153195
Pasadena,430.05,85,153195
Pasadena,247.4,59.46,153195
Pasadena,426.81,86.92,153540
Pasadena,252.5,55.06,153540
Pasadena,458.77,68.36,153540
Pasadena,243.6,61.11,153540
Pasadena,459.59,75.48,153540
Pasadena,256,37.53,153540
Pasadena,399.82,85.18,153540
Pasadena,195.6,51.62,153540
Pasadena,434.24,87.93,153540
Pasadena,315.2,38.9,153540
Pasadena,375.1,95.96,153540
Pasadena,327.7,54.73,153540
Pasadena,347.95,97.74,153540
Pasadena,178.1,49.4,153540
Pasadena,459.89,69.4,153540
Pasadena,334.3,59.76,153540
Pasadena,460.58,78.8,153540
Pasadena,230.8,48.32,153540
Pasadena,444.28,78.83,153540
Pasadena,311.1,62.49,153540
Pasadena,364.75,97.56,153540
Pasadena,283.8,60.5,153540
Pasadena,486.31,75.97,153540
Pasadena,287.6,32.71,153540
Pasadena,415.4,91.49,154986
Pasadena,308,41.62,154986
Pasadena,393.72,89.83,154986
Pasadena,211,35.59,154986
Pasadena,394.78,81.83,154986
Pasadena,225.4,40.6,154986
Pasadena,416.82,86.34,154986
Pasadena,276.7,44.24,154986
Pasadena,361.01,83.19,154986
Pasadena,166.2,34.02,154986
Pasadena,346.84,91.88,154986
Pasadena,163.2,58.39,154986
Pasadena,359.99,82.21,154986
Pasadena,209.8,35.02,154986
Pasadena,438.73,74.79,154986
Pasadena,246.3,51.74,154986
Pasadena,337.23,82.12,154986
Pasadena,224.6,36.54,154986
Pasadena,386.19,73.28,154986
Pasadena,182.1,51.9,154986
Pasadena,393.28,68.08,154986
Pasadena,163.9,39.65,154986
Pasadena,374.23,76.85,154986
Pasadena,193.2,32.27,154986
Pasadena,396.63,75.94,154648
Pasadena,273,58.43,154648
Pasadena,326.61,68.69,154648
Pasadena,159.2,47.25,154648
Pasadena,396.93,100.72,154648
Pasadena,266.4,62.56,154648
Pasadena,418.71,70.36,154648
Pasadena,158.9,66.14,154648
Pasadena,386.72,94.32,154648
Pasadena,260.6,36.64,154648
Pasadena,331.71,89.08,154648
Pasadena,190.6,36.29,154648
Pasadena,382.8,96.25,154648
Pasadena,301,48.01,154648
Pasadena,427.52,78.48,154648
Pasadena,221.4,44.43,154648
Pasadena,369.61,91.93,154648
Pasadena,247.1,57.52,154648
Pasadena,371.86,69.15,154648
Pasadena,297.9,49.18,154648
Pasadena,425.78,82.9,154648
Pasadena,198.6,58.41,154648
Pasadena,369.88,81.53,154648
Pasadena,244.9,62.4,154648
Pasadena,333.94,83.31,154000
Pasadena,210.5,50.41,154000
Pasadena,435.06,71.18,154000
Pasadena,289.4,47.22,154000
Pasadena,350.62,74.88,154000
Pasadena,181.2,57.25,154000
Pasadena,293.3,88.99,154000
Pasadena,226.1,38.78,154000
Pasadena,323.74,94.68,154000
Pasadena,160.6,62.62,154000
Pasadena,423.14,76.56,154000
Pasadena,247.8,42.69,154000
Pasadena,381.8,72.18,154000
Pasadena,185.1,43.17,154000
Pasadena,414.21,87.54,154000
Pasadena,249.5,52.62,154000
Pasadena,403.29,68.51,154000
Pasadena,195.8,49.68,154000
Pasadena,353.02,73.59,154000
Pasadena,159.6,42.02,154000
Pasadena,399.05,92.55,154000
Pasadena,179.2,52.45,154000
Pasadena,436.61,73.75,154000
Pasadena,186.1,41.39,154000
Pasadena,375.78,93.29,154000
Pasadena,219.6,46.49,154000
Pasadena,398.75,88.99,154000
Pasadena,201.3,51.78,154000
Pasadena,343.43,79.48,154000
Pasadena,186.4,50.14,154000
Pasadena,345.24,71.6,154000
Pasadena,278.5,39.9,154000
Pasadena,433.08,76.49,154000
Pasadena,254.2,34.25,154000
Pasadena,347.46,64.76,154000
Pasadena,152.3,51.5,154000
Pasadena,368.59,90.52,154000
Pasadena,244,50.72,154000
Pasadena,412.88,70.79,154000
Pasadena,258.4,58.82,154000
Pasadena,322.53,81.72,154000
Pasadena,148.2,47.65,154000
Pasadena,308.92,78.38,154000
Pasadena,155.3,39.71,154000
Pasadena,348.46,72.05,154000
Pasadena,221.6,53.62,154000
Pasadena,291.17,90.83,154000
Pasadena,198.5,57.44,154000
Sugar Land,230.05,282.6,82924
Sugar Land,152.4,123.81,82924
Sugar Land,254.04,267.7,82924
Sugar Land,104.4,179.04,82924
Sugar Land,237.2,272.41,82924
Sugar Land,146.6,190.69,82924
Sugar Land,214.71,332.66,82924
Sugar Land,137.2,153.68,82924
Sugar Land,219.22,341.18,82924
Sugar Land,149.2,188.88,82924
Sugar Land,281.42,331.6,82924
Sugar Land,114.7,210.3,82924
Sugar Land,271.4,344.02,82924
Sugar Land,103.9,129.03,82924
Sugar Land,215.43,292.24,82924
Sugar Land,139.2,196.67,82924
Sugar Land,242.08,259.69,82924
Sugar Land,169.1,186.87,82924
Sugar Land,290.65,328.99,82924
Sugar Land,171.4,173.66,82924
Sugar Land,268.46,330,82924
Sugar Land,170.2,205.54,82924
Sugar Land,271.83,256.08,82924
Sugar Land,115.7,138.54,82924
Sugar Land,289.08,410.61,83460
Sugar Land,174.8,227.21,83460
Sugar Land,241.07,308.87,83460
Sugar Land,131.5,260.63,83460
Sugar Land,237.39,381.07,83460
Sugar Land,170,244.94,83460
Sugar Land,279.99,393.64,83460
Sugar Land,125.8,265.39,83460
Sugar Land,290.48,295.91,83460
Sugar Land,117.2,247.47,83460
Sugar Land,301.63,387.24,83460
Sugar Land,197,236.25,83460
Sugar Land,238.18,353.33,83460
Sugar Land,150,233.81,83460
Sugar Land,210.6,373.79,83460
Sugar Land,147.5,226.2,83460
Sugar Land,250.79,312.69,83460
Sugar Land,192.8,147.24,83460
Sugar Land,234.52,405.51,83460
Sugar Land,109.9,285.55,83460
Sugar Land,263.85,386.1,83460
Sugar Land,157.8,237.96,83460
Sugar Land,255.54,333.18,83460
Sugar Land,108.8,283.83,83460
Sugar Land,214.8,305.84,85055
Sugar Land,146.8,267.67,85055
Sugar Land,197.3,333.95,85055
Sugar Land,169.3,173.2,85055
Sugar Land,193.81,339.19,85055
Sugar Land,121.5,222.2,85055
Sugar Land,192.79,302.33,85055
Sugar Land,172.2,138.61,85055
Sugar Land,193.09,348.85,85055
Sugar Land,125,265.39,85055
Sugar Land,244.84,346.17,85055
Sugar Land,170.9,266.45,85055
Sugar Land,249.48,345.39,85055
Sugar Land,118.7,172.41,85055
Sugar Land,224.13,279.76,85055
Sugar Land,148.6,265.03,85055
Sugar Land,185.54,332.59,85055
Sugar Land,154.7,179.76,85055
Sugar Land,208.46,323.07,85055
Sugar Land,115,216.59,85055
Sugar Land,233.79,326.58,85055
Sugar Land,118.1,149.2,85055
Sugar Land,254.49,381.6,85055
Sugar Land,160.3,240.65,85055
Sugar Land,203.65,359.99,88810
Sugar Land,155.8,127.98,88810
Sugar Land,261.18,267.58,88810
Sugar Land,102.7,168.98,88810
Sugar Land,217.46,354.06,88810
Sugar Land,147.3,222.45,88810
Sugar Land,261.71,250.92,88810
Sugar Land,165.2,189.69,88810
Sugar Land,186.6,355.15,88810
Sugar Land,156.7,185.38,88810
Sugar Land,190.21,273.28,88810
Sugar Land,170.4,233.12,88810
Sugar Land,213.08,293.63,88810
Sugar Land,149.1,139.42,88810
Sugar Land,200.9,359.78,88810
Sugar Land,136.3,181.05,88810
Sugar Land,217.34,348.61,88810
Sugar Land,99.4,224.72,88810
Sugar Land,186.59,296.56,88810
Sugar Land,98.6,166.98,88810
Sugar Land,245.27,337.76,88810
Sugar Land,143.7,123.61,88810
Sugar Land,229.9,254.33,88810
Sugar Land,156.8,154.86,88810
Sugar Land,192.85,228.57,90088
Sugar Land,143.3,140.93,90088
Sugar Land,235.88,229.42,90088
Sugar Land,111.6,133.86,90088
Sugar Land,255.86,259.68,90088
Sugar Land,155.3,153.21,90088
Sugar Land,215.11,306.48,90088
Sugar Land,115.9,153.29,90088
Sugar Land,233.91,278.19,90088
Sugar Land,166,192.84,90088
Sugar Land,197.35,225.39,90088
Sugar Land,108.2,140.06,90088
Sugar Land,177.16,275.58,90088
Sugar Land,121.3,162.76,90088
Sugar Land,231.45,232.57,90088
Sugar Land,94.1,161.65,90088
Sugar Land,177.4,289.4,90088
Sugar Land,138.6,198.81,90088
Sugar Land,181.56,272.75,90088
Sugar Land,113.2,140.1,90088
Sugar Land,222.66,264.61,90088
Sugar Land,107,168.59,90088
Sugar Land,236.33,221.79,90088
Sugar Land,106.3,217.73,90088
Sugar Land,161.39,323.78,89790
Sugar Land,109.8,151.12,89790
Sugar Land,180.95,318.65,89790
Sugar Land,84.3,159.24,89790
Sugar Land,177.27,290.66,89790
Sugar Land,101.5,136.58,89790
Sugar Land,222.86,316.36,89790
Sugar Land,149.4,219.51,89790
Sugar Land,151.69,310.02,89790
Sugar Land,119.4,146.62,89790
Sugar Land,200.27,329.43,89790
Sugar Land,115.4,212.07,89790
Sugar Land,198.42,260.42,89790
Sugar Land,149.7,125.87,89790
Sugar Land,204.56,237.54,89790
Sugar Land,79.2,174.07,89790
Sugar Land,187.59,326.57,89790
Sugar Land,120.5,181.66,89790
Sugar Land,183.08,302.94,89790
Sugar Land,138.1,192.46,89790
Sugar Land,157.53,310.87,89790
Sugar Land,114,135.15,89790
Sugar Land,209.86,307.17,89790
Sugar Land,115.8,141.2,89790
Sugar Land,203.21,283.33,89790
Sugar Land,142.4,133.21,89790
Sugar Land,200.7,321.49,89790
Sugar Land,126.8,120.45,89790
Sugar Land,175.4,277.25,89790
Sugar Land,109.3,135.33,89790
Sugar Land,175.55,250.07,89790
Sugar Land,97.7,120.51,89790
Sugar Land,153.05,233.64,89790
Sugar Land,105.4,223.56,89790
Sugar Land,167.18,293.28,89790
Sugar Land,106.6,149.16,89790
Sugar Land,219.12,245.09,89790
Sugar Land,115.6,166.39,89790
Sugar Land,181.16,305.74,89790
Sugar Land,131.1,187.25,89790
Sugar Land,205.74,275.88,89790
Sugar Land,94.6,193.22,89790
Sugar Land,163.51,325.54,89790
Sugar Land,118.5,146.94,89790
Sugar Land,165.76,276.85,89790
Sugar Land,131.9,118.88,89790
Sugar Land,167.25,338.2,89790
Sugar Land,145.4,192.81,89790
Texas City,547.03,82.12,46448
Texas City,282.4,73.01,46448
Texas City,513.66,92.4,46448
Texas City,366.8,47.04,46448
Texas City,546.74,99.11,46448
Texas City,299,61.97,46448
Texas City,439.09,101.21,46448
Texas City,277.7,50.68,46448
Texas City,462.73,87.28,46448
Texas City,257.2,59.37,46448
Texas City,582.74,108.49,46448
Texas City,265.9,72.29,46448
Texas City,581.21,105.71,46448
Texas City,305.4,65.23,46448
Texas City,467.35,86.81,46448
Texas City,206.5,56.76,46448
Texas City,519.33,95.15,46448
Texas City,327.9,52.98,46448
Texas City,514.19,74.75,46448
Texas City,279.3,65.71,46448
Texas City,595.46,103.63,46448
Texas City,268.8,64.43,46448
Texas City,510.28,91.19,46448
Texas City,387.2,60.56,46448
Texas City,538.95,119.55,45793
Texas City,247.1,48.95,45793
Texas City,573.77,116.64,45793
Texas City,259.8,55.94,45793
Texas City,514.99,91.56,45793
Texas City,265.7,45.32,45793
Texas City,564.7,92.01,45793
Texas City,372.2,51.4,45793
Texas City,489.68,120.57,45793
Texas City,357.8,81.61,45793
Texas City,600.12,108.55,45793
Texas City,292.2,62.88,45793
Texas City,588.38,113.3,45793
Texas City,248.8,51.63,45793
Texas City,444.74,86.53,45793
Texas City,369,60.16,45793
Texas City,434.05,83.5,45793
Texas City,257.7,48.8,45793
Texas City,599.88,98.41,45793
Texas City,348.9,45.43,45793
Texas City,411.11,120.97,45793
Texas City,265.2,81.56,45793
Texas City,435.68,97.56,45793
Texas City,364.6,47.79,45793
Texas City,442.92,130.38,46273
Texas City,281.8,94.55,46273
Texas City,471.68,144.31,46273
Texas City,224.5,56.01,46273
Texas City,439.91,135.37,46273
Texas City,350.6,99.49,46273
Texas City,435.97,143.37,46273
Texas City,289.8,93.1,46273
Texas City,555.8,149.32,46273
Texas City,339.6,92.97,46273
Texas City,568.03,139.77,46273
Texas City,337,53.98,46273
Texas City,576.54,132.38,46273
Texas City,221,70.64,46273
Texas City,555.44,151.48,46273
Texas City,288.2,59.55,46273
Texas City,458.37,142.5,46273
Texas City,284.5,80.59,46273
Texas City,441.35,139.74,46273
Texas City,370.1,70.86,46273
Texas City,571.86,124.31,46273
Texas City,263.9,92.35,46273
Texas City,460.46,138.26,46273
Texas City,278.2,69.09,46273
Texas City,374.96,125.4,46976
Texas City,236.7,75.36,46976
Texas City,465.85,155.53,46976
Texas City,195.4,101.96,46976
Texas City,373.43,146.25,46976
Texas City,279,76.89,46976
Texas City,518.26,120.96,46976
Texas City,194.3,103.33,46976
Texas City,497.55,142.14,46976
Texas City,228.9,65.8,46976
Texas City,469.15,118.72,46976
Texas City,296.5,59.7,46976
Texas City,401.35,126.83,46976
Texas City,268,77.5,46976
Texas City,381.58,119.81,46976
Texas City,279.6,71.32,46976
Texas City,481.59,115.05,46976
Texas City,289.6,83.24,46976
Texas City,516.79,108.72,46976
Texas City,231.6,92.43,46976
Texas City,402.73,129.17,46976
Texas City,265.1,93.23,46976
Texas City,503.69,123.99,46976
Texas City,340.2,96.27,46976
Texas City,615.2,123.72,48095
Texas City,369.6,101.52,48095
Texas City,512.92,173.72,48095
Texas City,379.6,96.15,48095
Texas City,488.35,165.65,48095
Texas City,302.3,85.82,48095
Texas City,589.96,172.12,48095
Texas City,379.7,89.94,48095
Texas City,506.54,168.82,48095
Texas City,234.9,69.39,48095
Texas City,444.77,172.04,48095
Texas City,264.6,84.16,48095
Texas City,450.63,181.19,48095
Texas City,340.1,70.06,48095
Texas City,504.6,139.28,48095
Texas City,390.2,113.21,48095
Texas City,433.46,156.29,48095
Texas City,406.6,96.69,48095
Texas City,447.44,132.42,48095
Texas City,248.7,70.75,48095
Texas City,539.26,171.34,48095
Texas City,289.3,78.65,48095
Texas City,543.59,127.61,48095
Texas City,251.4,96.52,48095
Texas City,513.57,141.87,48774
Texas City,204.4,100.41,48774
Texas City,506.57,120.64,48774
Texas City,347.9,82.87,48774
Texas City,589.07,132.48,48774
Texas City,378.9,94.16,48774
Texas City,548.64,172.89,48774
Texas City,317,76.8,48774
Texas City,528.98,171.23,48774
Texas City,350.9,72.9,48774
Texas City,479.11,166.46,48774
Texas City,386.8,92.87,48774
Texas City,473.69,132.99,48774
Texas City,217.6,63.57,48774
Texas City,440.78,128.2,48774
Texas City,379.4,116.41,48774
Texas City,429.36,144.81,48774
Texas City,202.8,99.16,48774
Texas City,544.88,167.49,48774
Texas City,345.9,83.52,48774
Texas City,510.31,162.46,48774
Texas City,257,82.81,48774
Texas City,546.05,135.49,48774
Texas City,201.9,84.85,48774
Texas City,571.53,167.59,48774
Texas City,203,144.1,48774
Texas City,495.24,213.2,48774
Texas City,270.2,143.19,48774
Texas City,411.58,180.75,48774
Texas City,264,130.39,48774
Texas City,573.73,200.15,48774
Texas City,218,101.26,48774
Texas City,501.71,205.99,48774
Texas City,326.4,84.11,48774
Texas City,490.3,227.99,48774
Texas City,329.9,102.59,48774
Texas City,515.01,188.23,48774
Texas City,313.9,112.9,48774
Texas City,494.92,181.63,48774
Texas City,200.1,81.02,48774
Texas City,403.06,206.07,48774
Texas City,337.1,134.2,48774
Texas City,527.06,163.54,48774
Texas City,341.2,88.84,48774
Texas City,593.02,224.18,48774
Texas City,281.2,82.66,48774
Texas City,548.3,206.66,48774
Texas City,312,150.92,48774
